P_TOTAL,POB0_4,POB18_,PNACOENT,GRADOESCO,PCASADA12_,P_1SM,P1_2SM,P2_5SM,P6_10SM,P10_SM,T_VIVHAB,VIVPARHAB,PRO_OCVP,PRO_OVP,VP_TV,TOTHOG
115.0,28.0,56.0,87.0,8.0,56.0,1.0,1.0,22.0,0.0,1.0,27.0,27.0,1.92,4.26,27.0,27.0
36.0,8.0,15.0,9.0,5.0,12.0,1.0,5.0,1.0,0.0,0.0,6.0,6.0,2.77,6.0,3.0,6.0
4198.0,534.0,2310.0,360.0,7.0,1692.0,84.0,441.0,465.0,90.0,17.0,896.0,887.0,1.59,4.7,834.0,923.0
26.0,8.0,14.0,3.0,6.0,14.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,1.44,4.33,6.0,6.0
15.0,1.0,8.0,0.0,7.0,6.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,1.5,5.0,3.0,3.0
176.0,25.0,108.0,32.0,7.0,91.0,2.0,28.0,14.0,0.0,0.0,36.0,36.0,1.87,4.89,34.0,44.0
795.0,130.0,401.0,101.0,6.0,327.0,11.0,104.0,55.0,4.0,0.0,148.0,148.0,2.07,5.37,132.0,162.0
787.0,102.0,435.0,136.0,7.0,311.0,22.0,93.0,63.0,7.0,1.0,174.0,173.0,1.69,4.53,157.0,175.0
713.0,100.0,391.0,73.0,6.0,306.0,8.0,81.0,54.0,3.0,3.0,134.0,134.0,1.72,5.32,121.0,143.0
486.0,58.0,278.0,88.0,6.0,220.0,7.0,36.0,24.0,2.0,2.0,97.0,97.0,1.43,5.01,89.0,100.0
31.0,1.0,21.0,0.0,6.0,12.0,0.0,11.0,0.0,0.0,0.0,5.0,5.0,2.38,6.2,3.0,5.0
19.0,3.0,12.0,0.0,6.0,8.0,2.0,7.0,0.0,0.0,0.0,5.0,5.0,2.38,3.8,5.0,5.0
12.0,3.0,6.0,0.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,3.0
29150.0,4431.0,14766.0,4569.0,7.0,10757.0,796.0,3617.0,4351.0,757.0,246.0,5645.0,5607.0,1.89,5.17,5368.0,5931.0
208.0,42.0,90.0,7.0,7.0,69.0,3.0,26.0,20.0,4.0,0.0,36.0,36.0,1.93,5.78,34.0,37.0
251.0,41.0,117.0,9.0,5.0,76.0,4.0,41.0,6.0,0.0,0.0,47.0,46.0,2.17,5.37,41.0,47.0
158.0,16.0,91.0,8.0,7.0,52.0,2.0,30.0,17.0,1.0,0.0,31.0,30.0,1.77,5.13,25.0,31.0
2496.0,343.0,1325.0,248.0,7.0,907.0,32.0,300.0,357.0,32.0,15.0,454.0,452.0,1.86,5.5,433.0,478.0
1347.0,178.0,808.0,88.0,7.0,528.0,36.0,145.0,170.0,20.0,4.0,285.0,285.0,1.35,4.73,273.0,299.0
319.0,36.0,168.0,18.0,6.0,121.0,6.0,47.0,22.0,1.0,2.0,55.0,55.0,1.73,5.8,50.0,61.0
1070.0,132.0,558.0,121.0,6.0,397.0,32.0,141.0,200.0,15.0,2.0,206.0,206.0,1.98,5.19,195.0,209.0
7845.0,1099.0,4184.0,1340.0,7.0,3008.0,104.0,834.0,1355.0,173.0,50.0,1561.0,1553.0,1.55,5.03,1485.0,1646.0
1932.0,268.0,1052.0,170.0,7.0,669.0,47.0,300.0,270.0,32.0,11.0,370.0,368.0,1.76,5.23,360.0,372.0
13.0,0.0,9.0,0.0,3.0,6.0,0.0,2.0,3.0,0.0,0.0,4.0,3.0,2.25,3.0,1.0,3.0
438.0,68.0,225.0,26.0,6.0,165.0,3.0,70.0,45.0,2.0,1.0,85.0,85.0,2.1,5.15,80.0,89.0
14.0,1.0,8.0,0.0,6.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,1.75,4.67,2.0,3.0
55.0,8.0,31.0,2.0,8.0,21.0,1.0,5.0,10.0,0.0,0.0,13.0,13.0,1.41,4.23,12.0,14.0
1288.0,211.0,666.0,97.0,6.0,496.0,35.0,150.0,200.0,12.0,3.0,262.0,262.0,1.95,4.92,251.0,278.0
33.0,2.0,16.0,5.0,5.0,10.0,2.0,7.0,2.0,0.0,0.0,5.0,5.0,2.06,6.6,5.0,5.0
863.0,136.0,421.0,53.0,6.0,291.0,33.0,92.0,116.0,12.0,2.0,151.0,151.0,1.71,5.72,147.0,152.0
1399.0,180.0,723.0,157.0,6.0,500.0,30.0,184.0,164.0,18.0,6.0,256.0,256.0,1.67,5.46,234.0,276.0
95.0,7.0,54.0,3.0,6.0,34.0,3.0,8.0,8.0,0.0,0.0,19.0,18.0,1.69,5.06,15.0,19.0
15.0,4.0,9.0,2.0,4.0,8.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,3.0,3.75,4.0,4.0
797.0,98.0,424.0,48.0,6.0,311.0,17.0,96.0,70.0,5.0,2.0,167.0,166.0,1.51,4.78,158.0,167.0
1341.0,187.0,683.0,123.0,6.0,467.0,18.0,179.0,178.0,12.0,4.0,235.0,234.0,2.15,5.71,223.0,254.0
1515.0,187.0,856.0,151.0,6.0,545.0,46.0,202.0,179.0,16.0,6.0,291.0,290.0,1.62,5.21,286.0,301.0
30.0,6.0,19.0,8.0,7.0,15.0,1.0,3.0,6.0,2.0,0.0,7.0,7.0,0.67,4.29,7.0,7.0
180.0,28.0,83.0,32.0,5.0,58.0,3.0,30.0,15.0,0.0,1.0,35.0,34.0,2.59,5.18,33.0,35.0
66.0,5.0,42.0,14.0,6.0,18.0,2.0,17.0,14.0,1.0,2.0,10.0,10.0,2.3,6.6,10.0,10.0
36.0,9.0,19.0,2.0,5.0,17.0,2.0,3.0,5.0,0.0,0.0,6.0,6.0,1.89,6.0,3.0,6.0
18.0,2.0,13.0,8.0,10.0,6.0,0.0,4.0,2.0,1.0,0.0,3.0,3.0,2.0,6.0,3.0,3.0
71.0,10.0,24.0,1.0,5.0,22.0,2.0,10.0,3.0,0.0,0.0,10.0,10.0,3.23,7.1,9.0,10.0
260.0,23.0,165.0,20.0,7.0,97.0,8.0,34.0,19.0,3.0,0.0,67.0,67.0,1.09,3.88,62.0,69.0
169.0,31.0,78.0,17.0,6.0,61.0,5.0,21.0,22.0,1.0,0.0,31.0,31.0,1.76,5.45,31.0,32.0
30.0,0.0,17.0,1.0,6.0,8.0,0.0,9.0,1.0,0.0,0.0,6.0,6.0,1.2,5.0,6.0,6.0
17.0,4.0,10.0,11.0,5.0,8.0,4.0,2.0,3.0,0.0,0.0,4.0,4.0,1.55,4.25,3.0,4.0
11.0,1.0,6.0,5.0,6.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,1.83,3.67,2.0,3.0
324.0,41.0,152.0,17.0,5.0,110.0,9.0,16.0,18.0,2.0,0.0,61.0,61.0,1.74,5.31,57.0,61.0
40.0,5.0,20.0,8.0,7.0,13.0,0.0,4.0,4.0,0.0,1.0,11.0,10.0,1.13,3.6,8.0,10.0
17.0,6.0,8.0,0.0,3.0,8.0,1.0,0.0,4.0,0.0,0.0,4.0,4.0,1.89,4.25,4.0,4.0
56.0,6.0,31.0,8.0,8.0,27.0,0.0,5.0,6.0,2.0,3.0,12.0,11.0,1.63,4.73,11.0,11.0
30.0,1.0,16.0,12.0,5.0,10.0,0.0,9.0,4.0,0.0,1.0,5.0,5.0,2.5,6.0,2.0,5.0
53.0,6.0,27.0,3.0,6.0,17.0,0.0,13.0,8.0,0.0,0.0,10.0,10.0,2.12,5.3,10.0,10.0
9.0,1.0,5.0,3.0,11.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,1.8,3.0,3.0,3.0
44.0,10.0,17.0,3.0,4.0,16.0,1.0,4.0,8.0,0.0,1.0,9.0,9.0,2.0,4.89,9.0,9.0
42.0,7.0,20.0,4.0,7.0,20.0,1.0,3.0,7.0,0.0,0.0,10.0,10.0,2.8,4.2,10.0,10.0
23.0,4.0,12.0,11.0,12.0,8.0,0.0,3.0,1.0,0.0,5.0,5.0,5.0,0.96,4.6,5.0,5.0
20.0,3.0,7.0,11.0,3.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,1.82,5.0,4.0,4.0
45.0,7.0,23.0,15.0,4.0,18.0,1.0,7.0,9.0,1.0,0.0,9.0,9.0,2.05,5.0,9.0,9.0
13.0,5.0,6.0,3.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,2.17,4.33,1.0,3.0
27.0,9.0,11.0,2.0,3.0,12.0,2.0,3.0,2.0,0.0,0.0,4.0,4.0,3.38,6.75,4.0,6.0
20.0,6.0,8.0,3.0,5.0,8.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,2.22,5.0,4.0,4.0
20.0,1.0,9.0,4.0,6.0,8.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,2.5,5.0,3.0,4.0
20.0,2.0,11.0,1.0,1.0,8.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,2.5,5.0,1.0,4.0
53.0,11.0,19.0,3.0,3.0,14.0,2.0,10.0,3.0,0.0,0.0,8.0,8.0,5.89,6.63,4.0,8.0
284.0,52.0,123.0,24.0,6.0,102.0,5.0,19.0,36.0,3.0,1.0,59.0,57.0,1.88,4.84,55.0,57.0
81.0,6.0,40.0,19.0,12.0,23.0,4.0,3.0,8.0,4.0,6.0,20.0,17.0,0.93,4.06,17.0,17.0
95.0,24.0,38.0,25.0,4.0,34.0,4.0,11.0,7.0,0.0,0.0,14.0,14.0,5.0,6.79,10.0,16.0
18.0,2.0,7.0,11.0,8.0,6.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,2.25,3.6,5.0,5.0
11.0,1.0,6.0,0.0,10.0,6.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,1.38,3.67,3.0,3.0
108.0,13.0,48.0,56.0,4.0,37.0,3.0,21.0,18.0,0.0,0.0,18.0,18.0,3.0,6.0,17.0,18.0
24195.0,3145.0,13169.0,3408.0,8.0,8864.0,525.0,2598.0,3482.0,657.0,165.0,4724.0,4700.0,1.51,5.12,4508.0,4971.0
144.0,22.0,71.0,5.0,6.0,56.0,7.0,20.0,10.0,0.0,0.0,26.0,26.0,2.44,5.54,25.0,26.0
2509.0,382.0,1258.0,106.0,6.0,920.0,61.0,283.0,278.0,9.0,0.0,493.0,490.0,1.98,5.1,464.0,495.0
10.0,3.0,6.0,1.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,3.33,3.0,3.0
18.0,5.0,8.0,1.0,6.0,8.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,2.25,4.5,3.0,4.0
567.0,76.0,249.0,8.0,5.0,189.0,12.0,98.0,37.0,0.0,0.0,98.0,98.0,2.18,5.79,88.0,102.0
28.0,4.0,15.0,4.0,6.0,10.0,0.0,5.0,5.0,0.0,0.0,4.0,4.0,2.15,7.0,4.0,4.0
891.0,116.0,465.0,57.0,8.0,314.0,10.0,84.0,128.0,15.0,8.0,176.0,175.0,2.01,5.07,168.0,176.0
916.0,118.0,466.0,61.0,6.0,322.0,29.0,141.0,64.0,6.0,1.0,168.0,168.0,1.72,5.45,154.0,177.0
114.0,21.0,51.0,15.0,6.0,43.0,5.0,12.0,9.0,1.0,0.0,22.0,22.0,2.33,5.18,19.0,22.0
15.0,2.0,6.0,2.0,5.0,6.0,0.0,1.0,5.0,0.0,0.0,3.0,3.0,2.5,5.0,3.0,3.0
5.0,1.0,4.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.75,1.67,3.0,3.0
43.0,7.0,16.0,8.0,5.0,16.0,0.0,4.0,6.0,0.0,1.0,8.0,8.0,2.69,5.38,8.0,8.0
42.0,3.0,25.0,5.0,9.0,20.0,4.0,1.0,12.0,1.0,0.0,7.0,7.0,1.45,6.0,7.0,8.0
36.0,4.0,16.0,4.0,6.0,14.0,0.0,1.0,10.0,0.0,0.0,7.0,7.0,2.25,5.14,7.0,7.0
30.0,5.0,16.0,2.0,7.0,13.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,1.76,6.0,5.0,5.0
41.0,7.0,21.0,12.0,6.0,18.0,1.0,6.0,8.0,0.0,0.0,9.0,9.0,1.58,4.56,8.0,10.0
56.0,12.0,22.0,11.0,4.0,19.0,0.0,1.0,10.0,1.0,0.0,10.0,10.0,3.73,5.6,8.0,10.0
62.0,3.0,43.0,0.0,5.0,27.0,4.0,12.0,3.0,0.0,0.0,13.0,13.0,1.82,4.77,10.0,14.0
247.0,36.0,121.0,9.0,5.0,92.0,10.0,38.0,20.0,0.0,0.0,46.0,46.0,2.08,5.37,46.0,47.0
14.0,4.0,6.0,1.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.5,4.67,2.0,3.0
173.0,6.0,124.0,119.0,13.0,87.0,1.0,7.0,14.0,18.0,17.0,45.0,45.0,0.75,3.84,45.0,45.0
22.0,7.0,10.0,5.0,4.0,8.0,1.0,4.0,0.0,0.0,0.0,5.0,5.0,4.4,4.4,1.0,5.0
92.0,15.0,36.0,3.0,5.0,28.0,4.0,10.0,8.0,0.0,0.0,15.0,15.0,2.88,6.13,10.0,15.0
26.0,1.0,14.0,1.0,7.0,10.0,0.0,5.0,2.0,0.0,0.0,5.0,5.0,2.0,5.2,5.0,5.0
186.0,31.0,87.0,13.0,5.0,72.0,10.0,22.0,14.0,3.0,1.0,42.0,39.0,1.57,4.46,38.0,39.0
249.0,30.0,129.0,2.0,5.0,83.0,4.0,47.0,12.0,0.0,0.0,48.0,48.0,1.71,5.19,41.0,51.0
20.0,4.0,6.0,4.0,4.0,6.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,6.67,3.0,3.0
13.0,1.0,8.0,1.0,4.0,6.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,3.25,4.33,2.0,3.0
15.0,1.0,8.0,0.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,4.0,4.0,2.5,3.75,4.0,4.0
15.0,3.0,5.0,0.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,5.0,0.0,3.0
15.0,4.0,7.0,1.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.5,3.75,3.0,4.0
9.0,2.0,5.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.25,3.0,2.0,3.0
23.0,3.0,11.0,6.0,8.0,9.0,1.0,3.0,1.0,1.0,0.0,4.0,4.0,2.88,5.75,4.0,4.0
22570.0,2868.0,12075.0,2414.0,8.0,8330.0,697.0,2078.0,2795.0,578.0,171.0,4379.0,4352.0,1.62,5.16,4185.0,4645.0
145.0,24.0,88.0,14.0,5.0,65.0,3.0,28.0,14.0,1.0,0.0,27.0,27.0,2.3,5.37,21.0,29.0
748.0,98.0,346.0,25.0,6.0,262.0,24.0,68.0,37.0,0.0,0.0,145.0,145.0,2.08,5.16,134.0,145.0
89.0,14.0,47.0,14.0,5.0,39.0,0.0,8.0,12.0,1.0,0.0,21.0,21.0,1.68,4.24,20.0,21.0
368.0,43.0,203.0,42.0,5.0,145.0,11.0,39.0,8.0,1.0,1.0,83.0,83.0,1.64,4.43,79.0,84.0
2682.0,404.0,1238.0,123.0,6.0,960.0,37.0,214.0,168.0,12.0,1.0,451.0,450.0,2.12,5.95,422.0,479.0
475.0,56.0,232.0,13.0,6.0,172.0,6.0,53.0,14.0,1.0,0.0,86.0,86.0,2.78,5.52,74.0,91.0
601.0,76.0,293.0,41.0,6.0,228.0,22.0,54.0,40.0,2.0,0.0,106.0,106.0,2.38,5.67,97.0,112.0
622.0,79.0,309.0,16.0,6.0,218.0,20.0,93.0,56.0,1.0,0.0,110.0,110.0,2.53,5.65,98.0,116.0
405.0,46.0,207.0,27.0,7.0,146.0,5.0,63.0,39.0,2.0,1.0,75.0,75.0,2.09,5.4,67.0,77.0
3883.0,540.0,2101.0,245.0,7.0,1491.0,53.0,506.0,485.0,39.0,9.0,739.0,738.0,1.65,5.25,711.0,786.0
530.0,93.0,245.0,37.0,5.0,196.0,18.0,57.0,26.0,0.0,0.0,101.0,101.0,2.24,5.25,96.0,101.0
156.0,17.0,87.0,10.0,6.0,57.0,5.0,23.0,7.0,0.0,0.0,34.0,32.0,2.07,4.63,27.0,34.0
2089.0,281.0,1083.0,137.0,6.0,770.0,47.0,317.0,131.0,12.0,3.0,387.0,387.0,1.94,5.4,362.0,404.0
559.0,63.0,288.0,58.0,5.0,202.0,15.0,62.0,18.0,0.0,0.0,105.0,105.0,2.07,5.32,92.0,109.0
91.0,18.0,36.0,1.0,5.0,32.0,2.0,9.0,4.0,0.0,0.0,16.0,16.0,2.94,5.69,12.0,16.0
27.0,5.0,10.0,2.0,5.0,7.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0,4.5,6.75,3.0,4.0
13.0,1.0,6.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,2.4,3.25,1.0,4.0
22.0,6.0,10.0,0.0,5.0,8.0,0.0,6.0,2.0,0.0,0.0,5.0,5.0,1.69,4.4,4.0,5.0
179.0,33.0,74.0,1.0,5.0,58.0,5.0,10.0,6.0,1.0,0.0,24.0,24.0,2.45,7.46,19.0,25.0
63.0,16.0,30.0,13.0,5.0,30.0,1.0,5.0,12.0,0.0,0.0,16.0,16.0,3.5,3.94,16.0,16.0
80.0,18.0,35.0,1.0,6.0,28.0,0.0,3.0,2.0,0.0,0.0,16.0,16.0,2.0,5.0,16.0,16.0
22.0,2.0,12.0,2.0,7.0,7.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,1.38,4.4,5.0,5.0
23.0,3.0,11.0,1.0,8.0,4.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,2.3,7.67,3.0,3.0
19.0,0.0,13.0,12.0,5.0,11.0,0.0,4.0,7.0,0.0,0.0,6.0,6.0,1.73,3.17,6.0,6.0
120.0,12.0,73.0,2.0,8.0,39.0,1.0,19.0,20.0,0.0,0.0,20.0,20.0,1.88,6.0,18.0,22.0
89.0,18.0,36.0,4.0,4.0,29.0,4.0,15.0,0.0,0.0,0.0,17.0,17.0,3.71,5.24,4.0,17.0
44.0,5.0,21.0,23.0,6.0,17.0,1.0,3.0,4.0,1.0,2.0,7.0,7.0,2.1,6.29,7.0,7.0
17.0,1.0,8.0,0.0,7.0,4.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.43,5.67,3.0,3.0
25.0,1.0,15.0,0.0,5.0,11.0,0.0,2.0,2.0,0.0,0.0,7.0,6.0,1.75,3.5,4.0,6.0
44.0,10.0,17.0,8.0,4.0,15.0,2.0,4.0,0.0,0.0,1.0,7.0,7.0,2.75,6.29,6.0,7.0
28.0,3.0,13.0,2.0,7.0,10.0,1.0,0.0,2.0,1.0,0.0,4.0,4.0,1.75,7.0,3.0,4.0
12.0,3.0,9.0,0.0,10.0,6.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,2.4,4.0,3.0,3.0
17.0,1.0,10.0,1.0,6.0,8.0,0.0,6.0,2.0,0.0,0.0,4.0,4.0,3.4,4.25,3.0,4.0
18.0,3.0,8.0,1.0,7.0,6.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,1.8,6.0,3.0,3.0
21.0,1.0,13.0,2.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.31,5.25,4.0,4.0
10.0,4.0,6.0,3.0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.5,3.33,1.0,3.0
24.0,3.0,12.0,12.0,8.0,12.0,0.0,4.0,5.0,1.0,0.0,6.0,6.0,1.41,4.0,5.0,6.0
29.0,5.0,15.0,4.0,5.0,14.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,2.64,4.14,4.0,7.0
19.0,2.0,8.0,0.0,6.0,8.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,1.36,4.75,4.0,4.0
3864.0,523.0,2015.0,173.0,8.0,1426.0,95.0,434.0,438.0,66.0,9.0,792.0,786.0,1.59,4.89,709.0,808.0
101.0,14.0,41.0,1.0,4.0,32.0,1.0,7.0,2.0,0.0,0.0,16.0,16.0,3.16,6.31,9.0,20.0
1089.0,164.0,474.0,21.0,6.0,370.0,23.0,67.0,41.0,3.0,1.0,217.0,217.0,1.74,5.02,181.0,222.0
53.0,9.0,20.0,0.0,6.0,14.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,6.63,13.25,0.0,9.0
130.0,15.0,76.0,7.0,5.0,56.0,1.0,13.0,2.0,0.0,0.0,37.0,35.0,1.17,3.49,24.0,35.0
231.0,33.0,112.0,4.0,5.0,79.0,4.0,19.0,11.0,0.0,0.0,42.0,41.0,1.8,5.54,35.0,41.0
840.0,102.0,435.0,24.0,6.0,295.0,16.0,74.0,32.0,1.0,0.0,168.0,167.0,1.78,5.01,144.0,169.0
23.0,3.0,14.0,1.0,2.0,12.0,0.0,5.0,0.0,0.0,0.0,8.0,8.0,1.05,2.88,8.0,8.0
105.0,19.0,44.0,1.0,5.0,41.0,2.0,6.0,4.0,0.0,0.0,17.0,17.0,2.85,6.18,5.0,22.0
104.0,19.0,40.0,0.0,5.0,28.0,1.0,6.0,2.0,0.0,0.0,13.0,13.0,2.48,8.0,11.0,17.0
9.0,1.0,3.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.5,1.0,2.0
10.0,0.0,6.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.33,3.33,0.0,3.0
3537.0,495.0,1758.0,167.0,6.0,1273.0,41.0,297.0,401.0,32.0,10.0,679.0,677.0,1.9,5.21,633.0,719.0
297.0,35.0,151.0,13.0,5.0,116.0,3.0,36.0,44.0,1.0,1.0,58.0,57.0,1.99,5.14,53.0,59.0
1072.0,148.0,547.0,18.0,6.0,395.0,9.0,86.0,73.0,3.0,3.0,187.0,187.0,1.95,5.73,178.0,201.0
968.0,104.0,525.0,24.0,5.0,355.0,12.0,69.0,38.0,2.0,1.0,194.0,194.0,1.86,4.99,185.0,194.0
807.0,93.0,391.0,34.0,5.0,292.0,28.0,115.0,22.0,1.0,3.0,159.0,158.0,1.9,5.08,139.0,161.0
356.0,42.0,192.0,3.0,6.0,133.0,3.0,24.0,23.0,1.0,0.0,75.0,72.0,1.95,4.78,69.0,75.0
2678.0,394.0,1460.0,277.0,7.0,1044.0,85.0,309.0,279.0,26.0,6.0,544.0,541.0,1.66,4.93,503.0,560.0
22.0,3.0,11.0,11.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.44,7.33,3.0,3.0
220.0,33.0,99.0,11.0,6.0,78.0,5.0,35.0,18.0,0.0,0.0,38.0,38.0,2.34,5.79,36.0,41.0
25.0,5.0,12.0,0.0,7.0,10.0,0.0,4.0,1.0,0.0,0.0,5.0,5.0,1.79,5.0,5.0,5.0
11.0,1.0,6.0,4.0,8.0,4.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.57,3.67,3.0,3.0
24.0,3.0,13.0,0.0,8.0,11.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,2.18,6.0,4.0,4.0
29.0,4.0,15.0,9.0,7.0,8.0,0.0,2.0,3.0,0.0,2.0,4.0,4.0,1.81,7.25,4.0,5.0
18.0,3.0,11.0,3.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.29,4.5,4.0,4.0
315.0,41.0,155.0,0.0,4.0,130.0,1.0,14.0,4.0,0.0,0.0,67.0,66.0,2.36,4.71,52.0,70.0
6.0,2.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.6,2.0,3.0,3.0
37.0,7.0,12.0,0.0,4.0,11.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,5.29,9.25,4.0,4.0
18.0,6.0,6.0,0.0,6.0,6.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,4.5,6.0,1.0,3.0
9.0,2.0,7.0,1.0,8.0,6.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0
24.0,8.0,10.0,1.0,7.0,10.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,1.85,4.8,4.0,5.0
24.0,6.0,11.0,0.0,5.0,12.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,4.0,4.0,6.0,6.0
17.0,6.0,8.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.4,4.25,1.0,4.0
14.0,2.0,10.0,0.0,5.0,8.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,2.33,4.67,3.0,3.0
31.0,8.0,12.0,0.0,5.0,12.0,1.0,1.0,4.0,0.0,0.0,6.0,6.0,3.88,5.17,5.0,6.0
4215.0,613.0,2121.0,178.0,7.0,1586.0,69.0,396.0,426.0,46.0,14.0,839.0,838.0,1.95,5.03,791.0,851.0
18.0,3.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.25,6.0,2.0,3.0
47.0,8.0,20.0,0.0,5.0,14.0,0.0,5.0,1.0,0.0,0.0,10.0,9.0,2.39,4.78,7.0,9.0
20.0,2.0,8.0,0.0,6.0,8.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,2.22,6.67,3.0,4.0
561.0,64.0,264.0,15.0,5.0,208.0,7.0,63.0,38.0,1.0,0.0,109.0,109.0,2.09,5.15,99.0,109.0
20.0,5.0,10.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,1.54,5.0,4.0,4.0
15.0,3.0,9.0,1.0,7.0,8.0,1.0,3.0,0.0,0.0,0.0,4.0,4.0,1.25,3.75,4.0,4.0
597.0,72.0,293.0,24.0,5.0,220.0,12.0,48.0,24.0,0.0,0.0,106.0,106.0,2.48,5.63,74.0,107.0
287.0,43.0,138.0,36.0,4.0,115.0,7.0,37.0,15.0,0.0,0.0,60.0,58.0,1.84,4.81,48.0,58.0
26.0,6.0,12.0,0.0,5.0,12.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,1.63,4.33,5.0,6.0
509.0,59.0,269.0,60.0,6.0,187.0,6.0,50.0,31.0,2.0,0.0,100.0,100.0,1.69,5.09,95.0,101.0
48.0,5.0,21.0,0.0,3.0,17.0,1.0,7.0,3.0,0.0,0.0,10.0,9.0,1.83,4.89,9.0,9.0
870.0,130.0,406.0,16.0,5.0,299.0,6.0,100.0,87.0,1.0,0.0,155.0,155.0,2.4,5.61,137.0,158.0
160.0,19.0,76.0,5.0,5.0,60.0,0.0,21.0,10.0,0.0,0.0,30.0,30.0,2.19,5.33,24.0,30.0
22.0,2.0,7.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,2.2,7.33,0.0,3.0
18.0,2.0,8.0,14.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,2.25,6.0,3.0,3.0
30.0,3.0,19.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.73,6.0,2.0,5.0
28.0,5.0,13.0,24.0,4.0,8.0,1.0,9.0,1.0,0.0,0.0,4.0,4.0,3.5,7.0,3.0,4.0
110.0,11.0,55.0,13.0,4.0,30.0,3.0,18.0,5.0,0.0,0.0,18.0,18.0,2.29,6.11,14.0,18.0
239.0,18.0,128.0,19.0,6.0,72.0,3.0,36.0,18.0,0.0,0.0,40.0,37.0,2.07,5.76,36.0,39.0
24.0,4.0,14.0,0.0,3.0,8.0,0.0,3.0,4.0,0.0,0.0,5.0,5.0,2.18,4.8,0.0,5.0
